brand,currency,price,colors,name,sizes,categories
carrera,usd,137.67,"matte black,matte ruthenium,light gold,semi metallic brown",carrera 90/s sunglasses,5,"sunglasses,accessories,men,contemporary & designer,clothing, shoes & jewelry,sunglasses & eyewear accessories,clothing"
carrera,usd,68.94,"matte black,matte ruthenium,light gold,semi metallic brown",carrera 90/s sunglasses,6,"sunglasses,accessories,men,contemporary & designer,clothing, shoes & jewelry,sunglasses & eyewear accessories,clothing"
hush puppies,usd,99,tan,hush puppies mens hanston roadside leather fashion sneakers,12 m,"clothing,shoes,men's shoes,men's casual shoes"
dockers,usd,19.95,black  ,dockers men's 810093 comfort waistband khaki flat front d3 black w38 x l34,8,"clothing, shoes & accessories,men's clothing,pants"
puma,usd,49.99,bluefluo peachfluro yellow,puma mens nevoa lite lightweight indoor athletic shoes,4,"all men's shoes,shoes,men's shoes,clothing"
brioni,usd,6805,blue,brioni men's blazer jacket 1011palv-4257,7,"all men's clothing,men's clothing,women's clothing,all women's clothing,clothing, shoes & jewelry,clothing,women's blazers, jackets & vests"
brioni,usd,1565.15,blue,brioni men's blazer jacket 1011palv-4257,10,"all men's clothing,men's clothing,women's clothing,all women's clothing,clothing, shoes & jewelry,clothing,women's blazers, jackets & vests"
nike,usd,63.99,blue black white,nike free 5.0 running men's 579959 400 shoes 11.5,11.5,"clothing, shoes & accessories,men's shoes,athletic"
fuse lenses,usd,19.99,brown,fuse lenses for electric gauge brown tint replacement lenses,6,"women's sunglasses,sunglasses,bags & accessories,men's accessories,men's sunglasses,clothing, shoes & jewelry,women's accessories"
fuse lenses,usd,52.48,green,fuse lenses for electric gauge brown tint replacement lenses,3,"women's sunglasses,sunglasses,bags & accessories,men's accessories,men's sunglasses,clothing, shoes & jewelry,women's accessories"
medline,usd,30.21,red,medline 620nthl-cm top cap reversible ciel blue angelstat medline color-coding - large,6,"men's clothing,workwear & uniforms,scrubs,professional & trade workwear,men's scrubs,clothing, shoes & jewelry,men's workwear & uniforms,clothing,medical uniforms"
medline,usd,24.94,beige,medline 620nthl-cm top cap reversible ciel blue angelstat medline color-coding - large,12,"men's clothing,workwear & uniforms,scrubs,professional & trade workwear,men's scrubs,clothing, shoes & jewelry,men's workwear & uniforms,clothing,medical uniforms"
alpine swiss,usd,24.99,"black,brown",alpine swiss eli mens dressy ankle boots chelsea side zip dress shoes round toe,12,"all men's shoes,shoes,men's shoes,clothing"
alpine swiss,usd,95,"black,brown",alpine swiss eli mens dressy ankle boots chelsea side zip dress shoes round toe,11,"all men's shoes,shoes,men's shoes,clothing"
reebok nfl equipment,usd,22,whitegreen,new reebok nfl equipment football cleats shoes size 13 black/white free shipping,13,"football,clothing, shoes & accessories,team sports,men,shoes & cleats,sporting goods"
reebok nfl equipment,usd,24,whitegreen,new reebok nfl equipment football cleats shoes size 13 black/white free shipping,13,"football,clothing, shoes & accessories,team sports,men,shoes & cleats,sporting goods"
kenneth cole ny,usd,69.99,blue,kenneth cole ny union square men  apron toe suede  loafer,"9.5,12","men's dress shoes,shoes,men's shoes,clothing"
kenneth cole ny,usd,140,blue,kenneth cole ny union square men  apron toe suede  loafer,"9.5,12","men's dress shoes,shoes,men's shoes,clothing"
robert wayne,usd,39.99,pebbled tobacco,robert wayne mens valor slip on buckled loafer shoes,11,"men's dress shoes,shoes,men's shoes,clothing"
robert wayne,usd,119.95,pebbled tobacco,robert wayne mens valor slip on buckled loafer shoes,11,"men's dress shoes,shoes,men's shoes,clothing"
roper,usd,81.49,tan navy,roper western boots mens square stitch tan navy 09-020-1900-0012 ta,9,"clothing,shoes,men's shoes,all men's shoes"
gameday boots,usd,259.99,brass,gameday boots mens brass leather michigan cowboy boots (8) mic-m205-1 new,"10.5,8.5,10,9.5,9,11.5,8,13,11,12","all men's shoes,shoes,men's shoes,clothing"
gameday boots,usd,119,brass,gameday boots mens brass leather michigan cowboy boots (8) mic-m205-1 new,"10.5,8.5,10,9.5,9,11.5,8,13,11,12","all men's shoes,shoes,men's shoes,clothing"
gameday boots,usd,310.99,brass,gameday boots mens brass leather michigan cowboy boots (8) mic-m205-1 new,"10.5,8.5,10,9.5,9,11.5,8,13,11,12","all men's shoes,shoes,men's shoes,clothing"
georgia boot,usd,169.99,brown,"georgia boot g008-12-m work boots,leather,8 in,12m,pr",3,"home improvement,men's work & safety shoes,work safety clothing and equipment"
georgia boot,usd,172.54,brown,"georgia boot g008-12-m work boots,leather,8 in,12m,pr",9,"home improvement,men's work & safety shoes,work safety clothing and equipment"
fossa apparel,usd,79.29,brown,fossa apparel 2203-olive-2xl 2x-large ladies' sequoia thermo-fleece jacket in olive,8,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
fossa apparel,usd,60.83,beige,fossa apparel 2203-olive-2xl 2x-large ladies' sequoia thermo-fleece jacket in olive,7,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
nike,usd,99.99,"dark grey,mtllc silver",nike air up '14 style: 630929-001 size: 11,9,"clothing,shoes,men's shoes,all men's shoes"
adidas,gbp,46.99,"uk  us ,eur ",adidas originals samba super mens black leather trainers shoes size 6-12 new,7,"clothing, shoes & accessories,men's shoes,athletic"
under armour,usd,77.99,green,under armour men's speedform gemini 2 running shoes,8,"athletic & running shoes,men's shoes,running shoes"
under armour,usd,129.99,red,under armour men's speedform gemini 2 running shoes,12,"athletic & running shoes,men's shoes,running shoes"
adidas,usd,44.99,orangewhite,adidas f5 trx fg soccer futbol cleats -orange/white,13,"clothing, shoes & accessories,team sports,men,soccer,shoes & cleats,sporting goods"
rider,usd,22.4,grey,rider men's bay v slide sandal,11,"clothing,shoes,men's shoes,all men's shoes"
weatherproof,usd,21.95,black,menǏ_Ǐ_Ǐ_s fudge brown weatherproof slippers extra large size,13 - 14,"clothing, shoes & accessories,men's shoes,slippers"
hayabusa,usd,69.99,black,hayabusa men's spirit of the fighter mma shorts 36 waist black,12,"clothing, shoes & accessories,men's clothing,shorts,sporting goods,boxing, martial arts & mma"
polo ralph lauren,usd,85,blue,polo ralph lauren sander men  moc toe canvas blue boat shoe,"10.5,9.5,9","men's casual shoes,shoes,men's shoes,clothing"
polo ralph lauren,usd,23.99,blue,polo ralph lauren sander men  moc toe canvas blue boat shoe,"10.5,9.5,9","men's casual shoes,shoes,men's shoes,clothing"
nike,usd,49.45,yellow,nike alpha pro 2 3/4 mid td football lacrosse cleats sz 10.5 varsity maize black,10.5,"sporting goods,team sports,football,clothing, shoes & accessories,shoes & cleats,men"
jewelry adviser nfl gifts,usd,97.58,red,jewelry adviser nfl gifts nfl carolina panthers cabernet 8-piece boxed wine set,9,"jewelry,fashion jewelry,fashion rings,clothing, shoes & jewelry,men's jewelry,men's rings"
jewelry adviser nfl gifts,usd,243.95,brown,jewelry adviser nfl gifts nfl carolina panthers cabernet 8-piece boxed wine set,12,"jewelry,fashion jewelry,fashion rings,clothing, shoes & jewelry,men's jewelry,men's rings"
massimo matteo,usd,155,beige,massimo matteo penny loafer   square toe leather  loafer,11,"men's dress shoes,shoes,men's shoes,clothing"
massimo matteo,usd,46.99,beige,massimo matteo penny loafer   square toe leather  loafer,7,"men's dress shoes,shoes,men's shoes,clothing"
massimo matteo,usd,56.98,black,massimo matteo penny loafer   square toe leather  loafer,9,"men's dress shoes,shoes,men's shoes,clothing"
nike,usd,76.6,cargo khakisailsequoiabamboo,nike men's hyperdunk 2015 prm high-top synthetic basketball shoe,3,"men's casual shoes,shoes,men's shoes,clothing"
nike,usd,100,cargo khakisailsequoiabamboo,nike men's hyperdunk 2015 prm high-top synthetic basketball shoe,5,"men's casual shoes,shoes,men's shoes,clothing"
pacific trail,usd,55,greynavy,pacific trail alta jr hiking boots kid's shoes size,"3,2.5,2,10,1,1.5,6,5,4,13,11,12","men's boots,shoes,men's shoes,clothing"
pacific trail,usd,55,greynavy,pacific trail alta jr hiking boots kid's shoes size,"3,2.5,2,10,1,1.5,6,5,4,13,11,12","men's boots,shoes,men's shoes,clothing"
andrew marc,usd,99.99,"brown,designer styles",andrew marc varick men's removable hooded leather jacket coat,xl,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
andrew marc,usd,450,"brown,designer styles",andrew marc varick men's removable hooded leather jacket coat,xl,"all men's clothing,men's clothing,men's outerwear,clothing, shoes & jewelry,clothing"
levi's,usd,34.99,beige,nwt levi's men's big & tall carpenter jeans 52 x 32 medium blue wash #17451-0000,4,"clothing, shoes & accessories,men's clothing,jeans"
sperry,usd,89.99,green,sperry top-sider men's cup 2-eye boat shoe,6,"men's footwear,footwear,men's boat & water shoes"
skechers,usd,89.25,"cognac,dark brown",skechers 68916 cog men's tatum oxford,"10.5,8.5,10,9.5,9,11.5,8,13,11,12,7","men's dress shoes,shoes,men's shoes,clothing"
skechers,usd,105,"cognac,dark brown",skechers 68916 cog men's tatum oxford,"10.5,8.5,10,9.5,9,11.5,8,13,11,12,7","men's dress shoes,shoes,men's shoes,clothing"
bgood,usd,92.46,red,bgood men's personalized knit stitching sided oblique zipper jacket coat,5,"all men's clothing,men's clothing,clothing, shoes & jewelry,clothing"
nike,usd,12,blackwolf greywhite,nike stadium cushioned soccer crew socks black/grey/white sx4854-010 l (8-12),l,"sporting goods,team sports,soccer,clothing, shoes & accessories,clothing,men"
nike,usd,14.99,blackwolf greywhite,nike stadium cushioned soccer crew socks black/grey/white sx4854-010 l (8-12),l,"sporting goods,team sports,soccer,clothing, shoes & accessories,clothing,men"
tommy bahama,usd,59.99,grey,nwt tommy bahama denim mens 42 x 30 standard fit black stretch jeans td1650,8,"clothing, shoes & accessories,men's clothing,jeans"
hunter,usd,69.99,brown,hunter orig hunting lace up men  round toe synthetic  rain boot,5,"all men's shoes,shoes,men's shoes,clothing"
hunter,usd,134.98,black,hunter orig hunting lace up men  round toe synthetic  rain boot,10,"all men's shoes,shoes,men's shoes,clothing"
hunter,usd,129.99,grey,hunter orig hunting lace up men  round toe synthetic  rain boot,12,"all men's shoes,shoes,men's shoes,clothing"
hunter,usd,159.99,green,hunter orig hunting lace up men  round toe synthetic  rain boot,8,"all men's shoes,shoes,men's shoes,clothing"
hunter,usd,275,beige,hunter orig hunting lace up men  round toe synthetic  rain boot,11,"all men's shoes,shoes,men's shoes,clothing"
nike,usd,109.99,"copper,cork","nike hyperposite 2 basketball shoes copper, cork 653466 607 men's size 13",13,"clothing, shoes & accessories,men's shoes,athletic"
nike,usd,74.99,gym redcrimson,nike mens roshe nm flyknit prm gym red gym red/crimson 746825-600,10,"all men's shoes,shoes,men's shoes,clothing"
alpine swiss,usd,34.99,green,alpine swiss zurich men's oxfords brogue medallion wing tip lace up dress shoes,9,"clothing,shoes,men's shoes,all men's shoes"
alpine swiss,usd,87.5,brown,alpine swiss zurich men's oxfords brogue medallion wing tip lace up dress shoes,7,"clothing,shoes,men's shoes,all men's shoes"
cole haan,usd,107.95,black,men's cole haan pinch buckle loafer black by cole haan,6,"loafers,shoes,men's shoes"
polo ralph lauren,usd,139,beige khaki,polo ralph lauren dennison rugged boot men's shoes size,"10.5,8.5,10,9.5,9,11.5,8,11,12","all men's shoes,shoes,men's shoes,clothing"
polo ralph lauren,usd,149,beige khaki,polo ralph lauren dennison rugged boot men's shoes size,"10.5,8.5,10,9.5,9,11.5,8,11,12","all men's shoes,shoes,men's shoes,clothing"
kinco,usd,108.99,black,kinco 7182w pvc waterproof women's glove work (pack of 12 pairs),4,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
kinco,usd,107.99,red,kinco 7182w pvc waterproof women's glove work (pack of 12 pairs),7,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
walleva,aud,27.99,"titanium,grey",new walleva fire red replacement lenses for oakley batwolf sunglasses,7,"clothing, shoes, accessories,men's sunglasses"
walleva,aud,26.99,"titanium,grey",new walleva fire red replacement lenses for oakley batwolf sunglasses,7,"clothing, shoes, accessories,men's sunglasses"
walleva,aud,33.99,"titanium,grey",new walleva fire red replacement lenses for oakley batwolf sunglasses,9,"clothing, shoes, accessories,men's sunglasses"
costa del mar,usd,97.99,blue,costa del mar corbina cb01 matte black 580 blue mirror polarized sunglasses,4,"clothing, shoes & accessories,sunglasses,sunglasses & fashion eyewear,men's accessories"
hush puppies,usd,59.95,brown,hush puppies mens glen,12,"clothing,shoes,men's shoes,all men's shoes"
bates,usd,99.95,tan,bates 25501 mens usmc lightweight hot weather boot 6 3e us,9,"all men's shoes,shoes,men's shoes,clothing"
prada,aud,249,black,new prada linea rossa ps04ps sl89q1 unisex sunglasses polarised black 62mm,6,"clothing, shoes, accessories,men's sunglasses,women's sunglasses"
oakley,usd,52,grey,oakley batwolf oo9101-01 127 matte black/black iridium (204),6,"clothing, shoes & accessories,sunglasses,sunglasses & fashion eyewear,men's accessories"
oakley,usd,65,brown,oakley batwolf oo9101-01 127 matte black/black iridium (204),3,"clothing, shoes & accessories,sunglasses,sunglasses & fashion eyewear,men's accessories"
kinco,usd,152.03,green,kinco 198hk heatkeep thermal lined grain cowhide leather driver glove work large golden (pack of 6 pairs),12,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
kinco,usd,151.03,green,kinco 198hk heatkeep thermal lined grain cowhide leather driver glove work large golden (pack of 6 pairs),5,"workwear & uniforms,men's workwear & uniforms,men's coveralls,clothing, shoes & jewelry,clothing,men's clothing"
ridge outdoors,usd,111.72,black,"ridge outdoors mc206 all leather side zipper boot, black, 14w mc206-14.0w",7,"men's boots,shoes,men's shoes,clothing"
maui jim,usd,88.88,matte rootbeer,new / authentic maui jim stone crushers 429-26m matte rootbeer / hcl bronze lens,11,"clothing, shoes & accessories,men's accessories,sunglasses & fashion eyewear,sunglasses"
blackberry,cad,22.82,charcoal heather,sandals suit for bathroom and beach blue stripe flip flops,9,"shoes & handbags,shoes,men,athletic"
unique bargains,usd,12.99,red,unique bargains plastic elastic coil lanyard mobile phone cord spring key chain,11,"jewelry,men's jewelry,men's accessories,clothing, shoes & jewelry"
unique bargains,usd,5.99,green,unique bargains plastic elastic coil lanyard mobile phone cord spring key chain,6,"jewelry,men's jewelry,men's accessories,clothing, shoes & jewelry"
sockbin,usd,29.99,brown,sockbin 12 pairs of men's excell diabetic crew socks ringpun cotton neuropathy edem...,12,"all men's clothing,men's clothing,men's socks,clothing, shoes & jewelry,men's socks & underwear,clothing"
weatherproof,usd,40,grey,weatherproof 761561 men us 11 brown slipper,8,"clothing,shoes,men's shoes,men's casual shoes"
